Humans Dominating Poker Super Computer,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/fhGr89B37yI/humans-dominating-poker-super-computer,"New submitter IoTdude writes: The Claudico super computer uses an algorithm to account for gargantuan amounts of complexity by representing the number of possible Heads-Up No-limit Texas Hold'em decisions. Claudico also updates its strategy as it goes along, but its basic approach to the game involves getting into every hand by calling bets. And it's not working out so far. Halfway through the competition, the four human pros had a cumulative lead of 626,892 chips. Though much could change in the week remaining, a lead of around 600,000 chips is considered statistically significant.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Humans+Dominating+Poker+Super+Computer%3A+http%3A%2F%2Fbit.ly%2F1ArCIDg""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F05%2F02%2F0053211%2Fhumans-dominating-poker-super-computer%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/05/02/0053211/humans-dominating-poker-super-computer?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://tech.slashdot.org/story/15/05/02/0053211/humans-dominating-poker-super-computer?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7351781&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/fhGr89B37yI"" height=""1"" width=""1"" alt=""""/>"
Judge Tosses United Airlines Lawsuit Over 'Hidden City' Tickets,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/7Sn_o5kt6r8/judge-tosses-united-airlines-lawsuit-over-hidden-city-tickets,"An anonymous reader writes: United Airlines lost a legal round in its effort to stop a website that helps people find 'hidden city' ticket pairs. The airline, along with online travel site Orbitz, sued New York-based Skiplagged.com and its founder, Aktarer Zaman, in November seeking an injunction to stop the site from sending users to Orbitz to purchase United tickets. A federal judge ruled Thursday that Illinois isn't the proper venue for the carrier's claims.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Judge+Tosses+United+Airlines+Lawsuit+Over+'Hidden+City'+Tickets%3A+http%3A%2F%2Fbit.ly%2F1ECDL7p""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F15%2F05%2F01%2F2240255%2Fjudge-tosses-united-airlines-lawsuit-over-hidden-city-tickets%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/15/05/01/2240255/judge-tosses-united-airlines-lawsuit-over-hidden-city-tickets?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://yro.slashdot.org/story/15/05/01/2240255/judge-tosses-united-airlines-lawsuit-over-hidden-city-tickets?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7351467&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/7Sn_o5kt6r8"" height=""1"" width=""1"" alt=""""/>"
Latex Lining Could Quiet Plane Rides (Scientific American),http://news.feedzilla.com/en_us/stories/science/434432746?client_source=api&format=json,"Engineers devised a latex-laced honeycomb material that could make an airplane
cabin sound more like a quiet living room. Christopher Intagliata reports


-- Read more on ScientificAmerican.com

"
"Microsoft Releases Visual Studio Code Preview For Linux, OS X, and Windows",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/idV4RJh0n1g/microsoft-releases-visual-studio-code-preview-for-linux-os-x-and-windows,"ClockEndGooner writes: Microsoft is still extending its efforts into cross platform development with the release of a preview edition of Visual Studio Code, ""a lightweight cross-platform code editor for writing modern web and cloud applications that will run on OS X, Linux and Windows."" Derived from its Monaco editor for Visual Studio Online, the initial release includes rich code assistance and naavigation for JavaScript, TypeScript, Node.js, ASP.NET 5, C# and many others.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Microsoft+Releases+Visual+Studio+Code+Preview+For+Linux%2C+OS+X%2C+and+Windows%3A+http%3A%2F%2Fbit.ly%2F1KAPhlE""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fdevelopers.slashdot.org%2Fstory%2F15%2F05%2F01%2F2046222%2Fmicrosoft-releases-visual-studio-code-preview-for-linux-os-x-and-windows%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://developers.slashdot.org/story/15/05/01/2046222/microsoft-releases-visual-studio-code-preview-for-linux-os-x-and-windows?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://developers.slashdot.org/story/15/05/01/2046222/microsoft-releases-visual-studio-code-preview-for-linux-os-x-and-windows?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7351069&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/idV4RJh0n1g"" height=""1"" width=""1"" alt=""""/>"
Monkeys Show How to Perfectly Crack a Nut (Discovery),http://news.feedzilla.com/en_us/stories/science/434273517?client_source=api&format=json,"Some clever monkeys in the wild have devised an anvil and stone hammer method
for quickly cracking nuts.

"
New Book Explores the Zombie Brain (Scientific American),http://news.feedzilla.com/en_us/stories/science/434468953?client_source=api&format=json,"Books and recommendations from Scientific American MIND


-- Read more on ScientificAmerican.com

"
New Test Can Predict Cancer Up to 13 Years Before Disease Develops (bioethicscom),http://news.feedzilla.com/en_us/stories/science/434444083?client_source=api&format=json,"(The Telegraph) - A new test which can predict with 100 per cent accuracy
whether a person will develop cancer up to 13 years in the future, has been
devised by scientists. Harvard and Northwestern University discovered that
tiny but … Read More

"
New Test Supports NASA's Controversial EM Drive,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Lr92vCn_Yt4/new-test-supports-nasas-controversial-em-drive,"An anonymous reader writes: Last year, NASA's advanced propulsion research wing made headlines by announcing the successful test of a physics-defying electromagnetic drive, or EM drive. Now, this futuristic engine, which could in theory propel objects to near-relativistic speeds, has been shown to work inside a space-like vacuum. NASA Eagleworks made the announcement quite unassumingly via NASASpaceFlight.com. The EM drive is controversial in that it appears to violate conventional physics and the law of conservation of momentum; the engine, invented by British scientist Roger Sawyer, converts electric power to thrust without the need for any propellant by bouncing microwaves within a closed container. So, with no expulsion of propellant, there&rsquo;s nothing to balance the change in the spacecraft&rsquo;s momentum during acceleration.<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=New+Test+Supports+NASA's+Controversial+EM+Drive%3A+http%3A%2F%2Fbit.ly%2F1zkLTKt""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F15%2F05%2F01%2F1929200%2Fnew-test-supports-nasas-controversial-em-drive%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/15/05/01/1929200/new-test-supports-nasas-controversial-em-drive?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://science.slashdot.org/story/15/05/01/1929200/new-test-supports-nasas-controversial-em-drive?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7350927&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/Lr92vCn_Yt4"" height=""1"" width=""1"" alt=""""/>"
One in Six Species Could Go Extinct With Climate Change (Discover Magazine),http://news.feedzilla.com/en_us/stories/science/434291408?client_source=api&format=json,"If climate change continues on its current track, one out of every six species
on Earth could be at risk of extinction. That’s the conclusion of a new meta-
analysis of 131 published studies, looking at everything from Costa Rica’s
insects to Arctic foxes to California oak trees. The study is one of the most
comprehensive surveys of how biodiversity will fare in a warmer climate. It
found that the rate of biodiversity loss doesn't rise linearly but actually
accelerates with each degree of

"
"Pacquiao, Mayweather, and the Physics of Getting Punched in the Head (TIME)",http://news.feedzilla.com/en_us/stories/science/434470668?client_source=api&format=json,"A prize fight might be thrilling but it's murder on the brain

"
Patent Issued Covering Phone Notifications of Delivery Time and Invoice Quantity,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/fmBNwA9gYJg/patent-issued-covering-phone-notifications-of-delivery-time-and-invoice-quantity,"eldavojohn writes: The staggering ingenuity of the U.S. Patent system has again been showcased by the EFF's analysis of recent patents. This week's patent and follow-up patent cover the futuristic innovative idea that when you order something, you can update your order and add additional amounts to your order while it's being processed. But wait, it gets even more innovative! You may one day be able to even to notify when you would like it delivered &mdash; on your phone! I know, you're busy wiping all that brain matter off your screen as your head seems to have exploded. Well, it turns out that inventor and patent holder Scott Horstemeyer (aka Eclipse IP, LLC of Delray Beach, FL) found no shortage of targets to go after with his new patents. It appears Tiger Fitness (and every other online retailer) was sending notices to customers about shipments. Did I mention Horstemeyer is a lawyer too? But not just a regular lawyer, a ""SUPER lawyer"" from the same firm that patented social networking in 2007, sued Uber for using location finding technologies in 2013 and sued Overstock.com as well as a small time shoe seller for using shipping notifications in 2014.
A related article at Vox makes this case: ""The primary problem with the patent system is, well, the patent system. The system makes it too easy to get broad, vague patents, and the litigation process is tilted too far toward plaintiffs. But because so many big companies make so much money off of this system, few in Congress are willing to consider broader reforms.""<p><div class=""share_submission"" style=""position:relative;"">
<a class=""slashpop"" href=""http://twitter.com/home?status=Patent+Issued+Covering+Phone+Notifications+of+Delivery+Time+and+Invoice+Quantity%3A+http%3A%2F%2Fbit.ly%2F1DHVQwQ""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a>
<a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F15%2F05%2F01%2F1754238%2Fpatent-issued-covering-phone-notifications-of-delivery-time-and-invoice-quantity%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a>

<a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/15/05/01/1754238/patent-issued-covering-phone-notifications-of-delivery-time-and-invoice-quantity?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a>                                                                                                                                                                              



</div></p><p><a href=""http://yro.slashdot.org/story/15/05/01/1754238/patent-issued-covering-phone-notifications-of-delivery-time-and-invoice-quantity?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7350725&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/fmBNwA9gYJg"" height=""1"" width=""1"" alt=""""/>"
Pluto May Have Icy Cap (Scientific American),http://news.feedzilla.com/en_us/stories/science/434468964?client_source=api&format=json,"The latest images from NASA's New Horizons spacecraft show a bright spot near
the dwarf planet's pole


-- Read more on ScientificAmerican.com

"
Queen of Carbon Becomes First Woman to Receive IEEE Medal of Honor (Scientific American),http://news.feedzilla.com/en_us/stories/science/434321132?client_source=api&format=json,"In June, Professor Mildred Dresselhaus will formally receive the 2015 IEEE
Medal of Honor for her leadership and contributions across many fields of
science and engineering. She...


-- Read more on ScientificAmerican.com

"
Rescue dogs boost literacy (APN),http://news.feedzilla.com/en_us/stories/science/434485155?client_source=api&format=json,"As a parent helper, once a week I listen to a group of 5 year olds reading.
One girl often gets words wrong - seal for seagull, goggles for mask - she
rushes the answers.This week, the other children in her group were called
away...

"
